%time CLK vector_0_5 outpu_analog_source
0.000612 0 -3.23527980785 0
0.000613 0 -3.2591686265 0
0.000614 0 -3.28292877876 0
0.000615 0 -3.30655932662 0
0.000616 0 -3.33005933717 0
0.000617 0 -3.35342788268 0
0.000618 0 -3.37666404061 0
0.000619 0 -3.39976689361 0
0.00062 0 -3.42273552964 0
0.000621 0 -3.44556904194 0
0.000622 0 -3.46826652906 0
0.000623 0 -3.49082709497 0
0.000624 0 -3.51324984899 0
0.000625 0 -3.53553390593 0
0.000626 0 -3.55767838605 0
0.000627 0 -3.57968241511 0
0.000628 0 -3.60154512444 0
0.000629 0 -3.62326565094 0
0.00063 0 -3.64484313711 0
0.000631 0 -3.66627673111 0
0.000632 0 -3.68756558679 0
0.000633 0 -3.70870886369 0
0.000634 0 -3.72970572712 0
0.000635 0 -3.75055534815 0
0.000636 0 -3.77125690368 0
0.000637 0 -3.79180957644 0
0.000638 0 -3.81221255506 0
0.000639 0 -3.83246503405 0
0.00064 0 -3.85256621388 0
0.000641 0 -3.87251530099 0
0.000642 0 -3.89231150784 0
0.000643 0 -3.91195405288 0
0.000644 0 -3.93144216068 0
0.000645 0 -3.95077506188 0
0.000646 0 -3.96995199324 0
0.000647 0 -3.98897219769 0
0.000648 0 -4.00783492435 0
0.000649 0 -4.02653942856 0
0.00065 0 -4.04508497187 0
0.000651 0 -4.06347082217 0
0.000652 0 -4.08169625359 0
0.000653 0 -4.09976054663 0
0.000654 0 -4.11766298814 0
0.000655 0 -4.13540287137 0
0.000656 0 -4.15297949598 0
0.000657 0 -4.17039216807 0
0.000658 0 -4.18764020021 0
0.000659 0 -4.20472291149 0
0.00066 0 -4.22163962751 0
0.000661 0 -4.23838968043 0
0.000662 0 -4.25497240897 0
0.000663 0 -4.2713871585 0
0.000664 0 -4.28763328097 0
0.000665 0 -4.30371013502 0
0.000666 0 -4.31961708596 0
0.000667 0 -4.33535350582 0
0.000668 0 -4.35091877335 0
0.000669 0 -4.36631227405 0
0.00067 0 -4.38153340022 0
0.000671 0 -4.39658155095 0
0.000672 0 -4.41145613217 0
